x,y
2583199.163,1201227.015
2583223.273,1201233.562
2583253.410,1201241.747
2583271.717,1201246.957
2583291.213,1201252.165
2583313.090,1201258.119
2583331.769,1201263.328
2583353.720,1201269.430
2583377.203,1201275.883
2583401.942,1201282.630
2583435.542,1201292.022
2583456.430,1201297.630
2583456.431,1201297.630
2583458.960,1201298.372
2583484.972,1201305.281
2583508.172,1201311.601
2583536.614,1201319.010
2583565.454,1201326.549
2583612.814,1201338.721
2583648.062,1201347.572
2583684.516,1201356.450
2583730.289,1201367.297
2583783.043,1201379.365
2583818.396,1201386.878
2583852.120,1201393.980
2583888.774,1201401.428
2583923.965,1201408.044
2583958.185,1201414.089
2583982.305,1201418.363
2584012.204,1201423.258
2584038.530,1201427.359
2584056.521,1201430.003
2584080.599,1201433.179
2584096.341,1201435.427
2584120.682,1201438.339
2584147.008,1201441.381
2584171.853,1201444.114
2584197.809,1201446.673
2584232.205,1201449.583
2584257.870,1201451.700
2584292.080,1201454.141
2584319.252,1201455.669
2584349.548,1201457.124
2584373.227,1201458.125
2584398.892,1201458.844
2584420.854,1201459.372
2584441.120,1201459.740
2584444.409,1201459.786
2584457.620,1201459.841
2584470.197,1201460.034
2584510.801,1201459.829
2584544.679,1201459.372
2584580.032,1201458.385
2584614.396,1201456.991
2584634.531,1201456.059
2584651.319,1201455.128
2584671.819,1201453.868
2584695.954,1201452.286
2584716.798,1201450.733
2584746.556,1201448.128
2584769.821,1201446.079
2584798.729,1201443.206
2584821.417,1201440.659
2584838.681,1201438.608
2584854.854,1201436.657
2584878.303,1201433.515
2584895.269,1201431.233
2584910.119,1201429.083
2584920.669,1201427.529
2584938.760,1201424.751
2584958.302,1201421.743
2584980.366,1201418.037
2584999.656,1201414.758
2585016.680,1201411.657
2585041.273,1201407.283
2585059.701,1201403.445
2585077.318,1201399.939
2585098.926,1201395.774
2585124.405,1201390.244
2585156.341,1201382.968
2585190.207,1201374.951
2585225.899,1201366.723
2585260.378,1201357.014
2585295.432,1201347.382
2585329.828,1201337.433
2585370.177,1201325.262
2585397.403,1201316.796
2585425.170,1201307.760
2585454.530,1201298.379
2585501.781,1201282.115
2585553.092,1201264.230
2585621.295,1201240.098
2585672.149,1201222.086
2585723.071,1201203.848
2585773.081,1201186.346
2585824.846,1201168.611
2585868.146,1201154.332
2585889.398,1201147.294
2585956.650,1201126.424
2585982.320,1201118.970
2586032.221,1201105.080
2586068.363,1201095.555
2586099.716,1201087.802
2586117.708,1201083.357
2586158.242,1201073.964
2586211.450,1201062.561
2586257.488,1201053.591
2586299.552,1201045.859
2586338.644,1201039.310
2586384.427,1201032.521
2586384.427,1201032.521
2586384.430,1201032.520
2586399.159,1201030.362
2586435.830,1201025.573
2586487.159,1201019.461
2586536.864,1201014.471
2586583.179,1201010.569
2586631.336,1201007.343
2586673.618,1201005.003
2586712.036,1201003.505
2586755.733,1201002.409
2586799.802,1201001.773
2586844.591,1201001.943
2586891.856,1201002.895
2586943.143,1201004.673
2586979.444,1201006.451
2587003.722,1201007.870
2587029.757,1201009.457
2587059.433,1201011.489
2587079.224,1201012.950
2587120.491,1201016.257
2587169.322,1201020.339
2587214.693,1201024.361
2587254.234,1201027.952
2587302.081,1201032.259
2587349.071,1201036.313
2587381.605,1201039.180
2587381.610,1201039.180
2587399.025,1201040.438
2587427.335,1201042.596
2587461.371,1201044.978
2587498.483,1201047.412
2587537.917,1201049.550
2587580.208,1201051.328
2587611.217,1201052.238
2587649.380,1201052.788
2587690.975,1201052.892
2587718.557,1201052.693
2587753.108,1201051.412
2587777.895,1201050.489
2587797.514,1201049.444
2587838.284,1201046.594
2587878.982,1201042.813
2587902.874,1201040.308
2587920.191,1201038.115
2587948.805,1201034.537
2587968.575,1201031.757
2588002.542,1201026.600
2588033.472,1201021.282
2588068.821,1201014.508
2588115.573,1201004.534
2588148.016,1200997.014
2588183.536,1200988.161
2588219.882,1200978.636
2588254.555,1200969.349
2588287.681,1200960.141
2588312.943,1200953.141
2588345.375,1200944.207
2588368.547,1200937.971
2588368.550,1200937.970
2588377.130,1200935.555
2588397.918,1200929.756
2588426.845,1200922.617
2588461.730,1200913.900
2588493.896,1200906.765
2588530.390,1200899.016
2588574.840,1200890.682
2588617.923,1200883.656
2588658.365,1200877.795
2588703.031,1200871.830
2588749.664,1200866.273
2588798.480,1200860.717
2588849.081,1200854.763
2588888.928,1200849.869
2588922.702,1200845.238
2588961.794,1200839.285
2588999.498,1200832.935
2589037.797,1200825.394
2589058.886,1200821.071
2589077.286,1200816.862
2589109.828,1200809.320
2589141.181,1200801.186
2589169.558,1200793.247
2589196.347,1200785.707
2589216.588,1200779.158
2589243.887,1200770.599
2589273.245,1200760.693
2589310.456,1200747.231
2589344.930,1200733.940
2589344.932,1200733.939
2589354.682,1200730.093
2589368.613,1200724.790
2589424.107,1200702.230
2589469.977,1200683.632
2589503.976,1200670.173
2589543.801,1200654.967
2589564.613,1200647.565
2589592.324,1200638.144
2589617.288,1200630.225
2589641.841,1200622.986
2589675.824,1200613.836
2589693.643,1200609.863
2589715.628,1200605.158
2589738.882,1200600.787
2589759.414,1200597.337
2589801.780,1200591.631
2589839.069,1200588.272
2589862.146,1200586.695
2589880.397,1200586.156
2589914.691,1200585.480
2589945.914,1200586.116
2589977.796,1200587.604
2590004.387,1200589.787
2590030.944,1200592.400
2590064.910,1200596.831
2590095.503,1200601.197
2590117.496,1200604.736
2590151.231,1200610.485
2590187.710,1200617.257
2590236.273,1200626.572
2590277.747,1200634.146
2590316.550,1200641.060
2590316.554,1200641.061
2590327.642,1200642.831
2590364.550,1200648.783
2590388.133,1200651.930
2590426.696,1200656.349
2590466.860,1200659.861
2590494.060,1200661.184
2590526.021,1200661.846
2590551.395,1200661.687
2590579.996,1200660.734
2590608.261,1200659.225
2590636.425,1200656.563
2590666.292,1200652.809
2590693.798,1200648.710
2590724.940,1200643.122
2590757.895,1200635.913
2590770.666,1200632.933
2590788.811,1200628.324
2590819.167,1200619.773
2590853.239,1200608.926
2590884.328,1200597.814
2590913.448,1200586.273
2590922.481,1200582.479
2590930.221,1200579.588
2590938.198,1200576.294
2590946.096,1200573.000
2590958.240,1200567.840
2590975.107,1200560.458
2590991.975,1200552.918
2591008.167,1200544.821
2591024.003,1200536.289
2591034.837,1200529.621
2591047.815,1200520.850
2591065.489,1200509.129
2591079.173,1200499.463
2591093.315,1200489.674
2591119.888,1200471.114
2591148.294,1200449.672
2591176.234,1200427.023
2591205.211,1200401.708
2591233.193,1200375.673
2591238.330,1200370.660
2591238.334,1200370.656
2591255.863,1200353.013
2591281.161,1200327.563
2591316.034,1200290.672
2591347.983,1200256.011
2591381.883,1200219.201
2591408.350,1200190.530
2591429.523,1200168.330
2591451.973,1200145.285
2591470.724,1200126.860
2591481.414,1200116.467
2591498.558,1200100.465
2591516.942,1200083.913
2591532.732,1200070.287
2591549.081,1200056.711
2591567.999,1200041.609
2591588.326,1200026.414
2591611.589,1200009.924
2591631.876,1199996.176
2591653.668,1199982.514
2591675.555,1199969.327
2591694.859,1199958.214
2591714.237,1199947.995
2591734.917,1199937.401
2591756.145,1199927.161
2591776.769,1199917.865
2591802.724,1199906.978
2591823.812,1199898.710
2591839.978,1199892.823
2591867.151,1199883.562
2591890.910,1199875.995
2591915.199,1199868.852
2591935.757,1199863.401
2591950.124,1199859.538
2591975.207,1199853.135
2592002.962,1199846.732
2592027.621,1199841.044
2592054.270,1199835.290
2592054.273,1199835.289
2592062.781,1199833.313
2592104.998,1199824.248
2592143.442,1199815.888
2592176.203,1199808.589
2592203.068,1199802.390
2592224.055,1199797.303
2592245.357,1199791.899
2592275.879,1199783.313
2592303.568,1199774.930
2592327.386,1199766.939
2592348.371,1199759.786
2592371.899,1199750.724
2592395.745,1199740.867
2592419.750,1199730.534
2592445.185,1199718.453
2592466.488,1199707.802
2592486.042,1199697.627
2592505.119,1199687.453
2592526.580,1199675.370
2592548.200,1199663.131
2592570.456,1199650.094
2592591.123,1199638.171
2592617.672,1199622.592
2592638.656,1199610.350
2592656.825,1199601.337
2592670.519,1199595.156
2592679.304,1199590.944
2592701.931,1199577.905
2592724.875,1199564.570
2592737.914,1199557.331
2592762.913,1199543.979
2592768.433,1199541.230
2592804.153,1199525.114
2592831.438,1199513.604
2592865.665,1199500.132
2592901.439,1199487.427
2592939.760,1199474.800
2592970.144,1199465.920
2592976.675,1199464.081
2592976.680,1199464.080
2593005.535,1199456.396
2593046.821,1199446.765
2593084.191,1199439.208
2593117.322,1199433.588
2593132.636,1199431.107
2593160.846,1199427.410
2593179.658,1199425.061
2593191.596,1199423.823
2593218.615,1199421.320
2593238.491,1199419.637
2593270.114,1199417.478
2593296.625,1199415.922
2593324.644,1199414.303
2593355.426,1199412.636
2593386.435,1199410.837
2593420.114,1199408.704
2593454.299,1199406.206
2593486.175,1199403.603
2593517.375,1199400.915
2593549.676,1199397.994
2593586.421,1199394.353
2593622.637,1199390.480
2593650.789,1199387.284
2593682.433,1199383.516
2593716.321,1199379.219
2593745.129,1199375.494
2593783.335,1199370.117
2593818.451,1199364.953
2593848.486,1199360.402
2593882.057,1199355.004
2593915.775,1199349.480
2593948.583,1199344.273
2593966.340,1199340.640
2593966.344,1199340.639
2593985.688,1199337.046
2594018.232,1199330.802
2594050.416,1199324.505
2594089.363,1199316.665
2594122.087,1199309.828
2594180.817,1199297.059
2594282.703,1199275.803
2594325.419,1199267.921
2594364.922,1199261.184
2594390.227,1199257.216
2594418.371,1199253.678
2594438.117,1199251.223
2594465.801,1199248.392
2594515.583,1199244.722
2594558.315,1199242.813
2594593.851,1199242.225
2594617.630,1199242.333
2594650.158,1199243.031
2594681.326,1199244.402
2594722.164,1199247.068
2594742.320,1199248.740
2594764.271,1199251.110
2594792.676,1199254.433
2594828.786,1199259.641
2594844.217,1199262.117
2594876.179,1199268.890
2594912.454,1199274.938
2594945.182,1199282.225
2594953.720,1199284.120
2594954.483,1199284.317
2594970.117,1199288.343
2594990.430,1199293.754
2595014.455,1199300.448
2595030.571,1199304.650
2595074.162,1199319.947
2595084.031,1199324.438
2595116.661,1199333.474
2595150.146,1199346.134
2595195.945,1199364.033
2595228.172,1199377.050
2595267.740,1199394.553
2595313.301,1199414.992
2595350.647,1199433.963
2595372.793,1199445.909
2595404.988,1199461.420
2595435.052,1199478.987
2595465.159,1199498.365
2595492.104,1199516.674
2595516.044,1199534.496
2595543.836,1199556.912
2595570.654,1199579.666
2595594.382,1199601.214
2595622.872,1199629.260
2595647.214,1199655.930
2595663.534,1199674.768
2595679.493,1199694.009
2595699.263,1199719.959
2595715.540,1199743.073
2595733.638,1199771.161
2595748.645,1199795.757
2595761.220,1199817.860
2595763.353,1199819.724
2595764.715,1199822.328
2595776.339,1199846.105
2595791.981,1199877.474
2595803.665,1199902.789
2595815.836,1199930.179
2595827.435,1199955.727
2595839.352,1199981.763
2595850.867,1200006.316
2595860.095,1200025.197
2595875.822,1200056.036
2595892.436,1200086.377
2595901.926,1200102.063
2595910.724,1200115.928
2595921.024,1200131.213
2595932.282,1200146.860
2595946.583,1200165.289
2595962.128,1200184.009
2595987.686,1200211.155
2596012.451,1200234.491
2596040.862,1200257.909
2596071.982,1200280.846
2596098.849,1200297.681
2596134.213,1200317.359
2596155.294,1200327.539
2596166.942,1200332.669
2596193.337,1200343.507
2596218.081,1200352.333
2596241.682,1200359.361
2596256.498,1200363.255
2596262.975,1200364.902
2596283.740,1200369.457
2596299.263,1200372.459
2596312.350,1200374.437
2596329.828,1200376.932
2596349.063,1200378.813
2596363.563,1200379.899
2596382.282,1200380.851
2596393.270,1200380.771
2596419.664,1200380.622
2596454.463,1200378.379
2596478.635,1200375.500
2596490.495,1200373.582
2596502.750,1200371.600
2596510.427,1200370.039
2596519.975,1200368.157
2596543.703,1200362.569
2596553.027,1200360.061
2596574.379,1200353.685
2596587.443,1200349.266
2596598.592,1200345.528
2596614.785,1200339.336
2596621.494,1200335.897
2596640.978,1200327.734
2596668.406,1200314.657
2596679.865,1200308.578
2596691.911,1200301.940
2596699.690,1200297.337
2596716.500,1200286.852
2596730.820,1200277.650
2596745.525,1200267.792
2596769.234,1200251.304
2596788.385,1200237.256
2596839.549,1200198.437
2596897.919,1200154.757
2596914.065,1200143.180
2596956.231,1200114.616
2597008.143,1200084.136
2597023.723,1200075.781
2597036.148,1200069.278
2597057.908,1200058.615
2597069.873,1200052.933
2597093.002,1200042.740
2597122.602,1200030.638
2597161.159,1200016.726
2597193.057,1200006.439
2597209.864,1200001.465
2597233.337,1199995.347
2597250.555,1199991.267
2597285.238,1199983.981
2597307.547,1199979.838
2597344.718,1199974.528
2597358.676,1199972.784
2597381.839,1199970.382
2597388.864,1199969.841
2597390.180,1199969.740
2597404.028,1199968.599
2597413.331,1199968.091
2597435.667,1199967.091
2597454.390,1199966.820
2597484.974,1199966.884
2597498.840,1199967.455
2597524.957,1199968.532
2597555.814,1199971.013
2597588.180,1199974.677
2597614.887,1199978.568
2597648.542,1199984.442
2597669.925,1199989.097
2597688.229,1199993.273
2597725.218,1200003.115
2597739.823,1200007.375
2597759.159,1200013.439
2597788.559,1200023.647
2597822.770,1200036.696
2597848.996,1200047.856
2597867.903,1200056.445
2597880.335,1200062.372
2597904.892,1200074.812
2597917.671,1200081.638
2597949.770,1200099.878
2597973.784,1200114.734
2597990.585,1200125.533
2598012.922,1200140.828
2598036.718,1200158.203
2598066.404,1200181.222
2598087.502,1200198.685
2598118.062,1200225.138
2598157.203,1200261.316
2598177.355,1200280.872
2598210.731,1200314.461
2598235.643,1200340.192
2598253.029,1200358.311
2598261.745,1200367.746
2598261.784,1200367.788
2598262.260,1200368.275
2598264.296,1200370.360
2598295.872,1200404.285
2598323.312,1200434.362
2598373.952,1200490.084
2598396.154,1200514.727
2598432.040,1200555.388
2598456.897,1200583.955
2598478.329,1200607.868
2598491.110,1200623.276
2598511.682,1200646.690
2598604.140,1200754.244
2598694.945,1200859.971
2598711.734,1200879.741
2598741.202,1200914.071
2598827.456,1201014.083
2598893.437,1201089.324
2598920.860,1201120.300
2598920.864,1201120.304
2598952.382,1201155.417
2598992.920,1201200.492
2599024.153,1201234.607
2599045.150,1201257.213
2599054.315,1201267.077
2599061.817,1201274.311
2599085.261,1201300.055
2599108.989,1201324.587
2599151.259,1201367.259
2599167.388,1201383.049
2599200.958,1201414.334
2599230.613,1201440.496
2599244.392,1201452.244
2599268.033,1201471.320
2599279.839,1201480.694
2599306.233,1201500.506
2599322.797,1201512.229
2599349.773,1201530.309
2599359.404,1201536.447
2599369.268,1201542.543
2599379.724,1201549.020
2599389.271,1201554.484
2599399.014,1201560.290
2599432.070,1201578.082
2599445.066,1201584.813
2599477.811,1201600.667
2599507.906,1201613.715
2599528.644,1201622.057
2599542.031,1201627.147
2599566.251,1201635.951
2599590.768,1201644.312
2599614.611,1201651.854
2599643.031,1201660.468
2599692.695,1201673.937
2599720.044,1201680.908
2599720.050,1201680.910
2599724.414,1201681.965
2599734.912,1201684.484
2599751.846,1201688.632
2599788.718,1201697.162
2599825.760,1201705.523
2599873.152,1201715.620
2599916.638,1201725.253
2599948.338,1201732.670
2599961.461,1201735.661
2599986.422,1201741.857
2600010.520,1201748.064
2600029.951,1201753.255
2600059.044,1201761.560
2600096.234,1201772.651
2600134.922,1201785.362
2600169.441,1201797.321
2600211.859,1201813.450
2600253.367,1201830.172
2600301.141,1201851.169
2600352.576,1201874.643
2600384.326,1201889.756
2600415.568,1201904.615
2600473.418,1201932.229
2600553.437,1201969.254
2600579.292,1201980.223
2600613.731,1201994.680
2600650.997,1202009.189
2600651.000,1202009.190
2600653.270,1202010.026
2600664.785,1202014.301
2600673.082,1202017.265
2600686.375,1202021.900
2600714.844,1202031.277
2600750.341,1202041.881
2600791.997,1202052.359
2600824.466,1202059.217
2600857.296,1202064.847
2600886.146,1202068.826
2600918.298,1202071.684
2600939.466,1202072.978
2600953.689,1202073.483
2600991.302,1202073.695
2601016.702,1202072.764
2601030.757,1202071.811
2601049.914,1202070.338
2601072.180,1202068.022
2601090.701,1202065.484
2601112.355,1202062.011
2601123.974,1202059.994
2601143.068,1202056.253
2601159.296,1202052.879
2601175.410,1202048.993
2601190.036,1202045.480
2601209.171,1202040.548
2601259.188,1202027.213
2601275.635,1202022.641
2601287.066,1202019.705
2601311.512,1202013.073
2601344.596,1202004.670
2601373.721,1201997.918
2601387.586,1201995.124
2601402.042,1201992.394
2601423.378,1201988.732
2601445.392,1201985.662
2601462.981,1201983.715
2601483.772,1201981.916
2601510.601,1201980.739
2601536.943,1201980.392
2601568.164,1201981.429
2601592.082,1201983.122
2601614.794,1201985.557
2601627.177,1201987.250
2601639.759,1201989.027
2601639.780,1201989.030
2601646.777,1201990.214
2601665.676,1201993.713
2601699.444,1202001.055
2601735.416,1202010.758
2601766.256,1202020.133
2601790.680,1202028.028
2601811.471,1202035.013
2601875.652,1202057.123
2601915.684,1202070.919
2601933.294,1202076.803
2601963.393,1202086.497
2601979.557,1202091.182
2601995.946,1202095.629
2602026.042,1202102.199
2602046.424,1202105.654
2602059.599,1202107.471
2602069.041,1202108.452
2602085.535,1202109.746
2602106.120,1202110.871
2602134.275,1202111.620
2602197.983,1202112.014
2602219.604,1202113.132
2602235.570,1202114.493
2602249.784,1202116.441
2602267.177,1202119.930
2602275.779,1202121.642
2602282.057,1202123.232
2602294.442,1202127.084
2602308.108,1202132.204
2602322.552,1202138.948
2602328.507,1202141.887
2602341.830,1202149.527
2602356.563,1202159.550
2602366.374,1202167.329
2602374.692,1202174.568
2602390.017,1202190.163
2602403.585,1202206.800
2602413.427,1202221.426
2602418.253,1202229.588
2602424.032,1202240.561
2602427.851,1202248.767
2602432.177,1202259.354
2602435.279,1202268.149
2602438.578,1202278.374
2602442.704,1202293.893
2602445.959,1202312.568
2602447.179,1202321.377
2602448.245,1202331.005
2602449.851,1202356.286
2602450.060,1202367.350
2602450.011,1202375.976
2602449.900,1202384.342
2602449.683,1202394.050
2602448.164,1202416.920
2602445.759,1202439.622
2602442.566,1202460.674
2602437.292,1202484.436
2602428.335,1202517.332
2602419.311,1202543.461
2602406.419,1202574.314
2602392.990,1202602.637
2602378.562,1202632.339
2602308.790,1202776.530
2499635.496,1123490.847
2499618.092,1123512.544
2499567.623,1123576.242
2499555.928,1123590.861
2499537.195,1123614.673
2499520.897,1123635.311
2499495.815,1123668.490
2499477.823,1123692.672
2499464.065,1123712.040
2499450.834,1123731.221
2499439.292,1123748.078
2499428.822,1123764.004
2499417.286,1123781.996
2499407.761,1123797.342
2499396.860,1123816.074
2499387.123,1123833.219
2499377.644,1123851.338
2499364.585,1123877.456
2499354.209,1123900.106
2499345.319,1123920.744
2499339.245,1123935.929
2499334.842,1123948.229
2499329.678,1123963.110
2499323.665,1123981.698
2499319.523,1123995.930
2499315.270,1124012.026
2499311.479,1124028.747
2499308.611,1124042.873
2499306.002,1124055.972
2499303.859,1124069.784
2499302.033,1124083.357
2499300.010,1124099.628
2499298.188,1124119.369
2499297.124,1124138.350
2499296.668,1124160.672
2499296.653,1124172.099
2499297.412,1124194.420
2499298.778,1124215.225
2499299.992,1124228.437
2499302.271,1124247.267
2499306.320,1124274.572
2499311.400,1124301.956
2499315.816,1124322.354
2499320.756,1124341.923
2499325.007,1124357.714
2499330.931,1124378.214
2499338.943,1124403.636
2499346.705,1124426.762
2499353.786,1124446.181
2499361.100,1124465.507
2499367.915,1124482.535
2499375.925,1124501.837
2499383.790,1124520.397
2499391.943,1124539.028
2499404.348,1124566.593
2499418.953,1124597.867
2499441.575,1124644.857
2499479.199,1124721.771
2499503.646,1124771.619
2499525.395,1124816.228
2499552.065,1124870.679
2499573.576,1124914.494
2499594.055,1124956.404
2499605.886,1124980.206
2499618.978,1125007.363
2499632.472,1125034.986
2499646.601,1125063.799
2499681.923,1125136.110
2499713.594,1125200.959
2499738.597,1125252.235
2499756.377,1125288.669
2499772.728,1125322.483
2499788.841,1125355.979
2499811.261,1125402.712
2499829.481,1125441.228
2499848.690,1125482.185
2499868.455,1125524.413
2499893.775,1125579.737
2499924.732,1125647.841
2499946.956,1125698.245
2499965.133,1125739.917
2499979.739,1125774.127
2500003.948,1125832.071
2500026.729,1125887.241
2500045.064,1125934.227
2500062.924,1125980.265
2500079.831,1126025.032
2500095.706,1126068.212
2500110.390,1126108.535
2500127.694,1126157.112
2500134.693,1126177.334
2500150.148,1126222.552
2500168.731,1126280.065
2500188.813,1126344.359
2500208.894,1126411.272
2500225.484,1126469.136
2500237.787,1126514.221
2500246.757,1126548.352
2500258.028,1126592.485
2500265.867,1126623.654
2500273.155,1126652.814
2500279.079,1126677.260
2500287.714,1126713.294
2500295.731,1126747.822
2500300.732,1126770.047
2500306.129,1126794.733
2500310.495,1126814.815
2500316.782,1126843.700
2500320.390,1126862.149
2500324.110,1126879.598
2500328.362,1126901.008
2500333.619,1126928.163
2500337.777,1126949.901
2500342.218,1126973.936
2500347.515,1127003.067
2500353.135,1127034.346
2500358.451,1127066.386
2500364.558,1127104.681
2500368.809,1127130.702
2500372.839,1127158.253
2500376.614,1127183.883
2500379.825,1127207.148
2500382.700,1127229.920
2500387.198,1127267.227
2500391.563,1127305.989
2500395.051,1127339.939
2500396.571,1127357.571
2500398.849,1127382.474
2500400.559,1127403.752
2500402.411,1127430.211
2500403.866,1127450.583
2500405.454,1127477.439
2500406.909,1127505.220
2500408.090,1127530.137
2500408.987,1127554.140
2500409.687,1127574.673
2500410.211,1127598.018
2500411.059,1127637.623
2500411.056,1127675.437
2500411.206,1127706.872
2500410.481,1127736.202
2500409.966,1127760.850
2500409.290,1127789.383
2500408.364,1127813.725
2500407.703,1127829.335
2500406.970,1127845.807
2500405.719,1127868.097
2500404.660,1127886.882
2500403.602,1127904.609
2500402.189,1127926.958
2500400.152,1127951.669
2500398.045,1127976.444
2500395.664,1128002.505
2500391.828,1128042.061
2500387.964,1128077.560
2500384.419,1128106.355
2500380.345,1128138.727
2500372.936,1128193.127
2500362.362,1128264.247
2500347.642,1128355.990
2500328.295,1128468.745
2500301.219,1128625.876
2500291.550,1128683.544
2500282.687,1128738.842
2500273.710,1128795.683
2500268.401,1128832.283
2500264.179,1128862.140
2500261.789,1128878.805
2500255.867,1128926.873
2500249.944,1128974.940
2500244.233,1129029.571
2500238.948,1129096.908
2500235.353,1129149.630
2500233.453,1129194.097
2500231.351,1129252.733
2500230.909,1129300.581
2500231.133,1129359.622
2500232.839,1129424.167
2500234.323,1129460.992
2500236.640,1129503.545
2500242.547,1129584.204
2500247.625,1129633.521
2500255.032,1129697.438
2500262.448,1129748.437
2500269.410,1129792.032
2500275.452,1129828.816
2500279.120,1129849.849
2500286.740,1129890.701
2500293.801,1129926.255
2500299.609,1129953.471
2500304.905,1129977.186
2500309.308,1129996.468
2500313.912,1130015.201
2500317.922,1130032.087
2500324.390,1130057.746
2500333.375,1130092.623
2500340.503,1130119.659
2500350.466,1130155.728
2500360.414,1130190.230
2500372.532,1130230.844
2500385.271,1130272.138
2500392.335,1130294.760
2500405.035,1130334.448
2500416.068,1130367.944
2500429.758,1130408.465
2500444.801,1130451.576
2500452.962,1130474.649
2500476.209,1130538.364
2500493.989,1130585.142
2500512.233,1130631.627
2500531.122,1130678.795
2500542.785,1130707.091
2500558.570,1130744.467
2500567.116,1130764.307
2500574.569,1130781.318
2500589.898,1130816.479
2500607.672,1130856.127
2500624.769,1130893.103
2500647.692,1130942.005
2500679.031,1131006.331
2500701.535,1131051.348
2500716.857,1131081.209
2500735.014,1131116.212
2500758.480,1131160.269
2500781.441,1131202.401
2500807.281,1131248.833
2500829.450,1131287.648
2500857.101,1131335.482
2500891.207,1131392.899
2500919.414,1131439.673
2500951.505,1131491.992
2500979.130,1131536.519
2501002.948,1131574.031
2501031.073,1131618.361
2501055.945,1131656.857
2501090.237,1131710.080
2501125.303,1131763.998
2501163.114,1131821.916
2501189.782,1131862.342
2501226.396,1131917.970
2501255.221,1131961.648
2501283.800,1132005.015
2501319.937,1132059.907
2501353.269,1132110.340
2501402.624,1132185.234
2501447.140,1132252.826
2501494.950,1132325.501
2501524.708,1132370.364
2501553.483,1132413.980
2501592.414,1132472.936
2501605.402,1132492.379
2501631.545,1132532.511
2501660.550,1132576.253
2501702.881,1132640.250
2501748.068,1132708.916
2501797.952,1132784.493
2501843.219,1132853.643
2501887.594,1132922.596
2501919.313,1132972.706
2501947.954,1133018.849
2501986.134,1133081.953
2502015.106,1133131.245
2502041.538,1133177.123
2502058.365,1133206.889
2502080.035,1133245.862
2502093.363,1133269.950
2502117.817,1133314.760
2502132.331,1133341.592
2502157.253,1133388.605
2502190.035,1133451.153
2502221.309,1133511.240
2502249.964,1133566.247
2502291.318,1133645.622
2502332.593,1133723.489
2502361.644,1133777.385
2502374.106,1133800.165
2502410.778,1133865.412
2502446.100,1133926.610
2502475.230,1133975.584
2502500.472,1134016.701
2502531.153,1134065.698
2502549.287,1134094.091
2502575.584,1134134.292
2502596.912,1134166.323
2502626.743,1134210.156
2502651.797,1134246.468
2502671.880,1134274.839
2502701.447,1134315.754
2502716.977,1134336.958
2502738.573,1134366.023
2502752.893,1134385.168
2502788.876,1134432.078
2502821.280,1134473.142
2502846.068,1134504.276
2502869.206,1134532.715
2502901.915,1134572.219
2502936.633,1134612.835
2502965.079,1134645.612
2503002.858,1134688.319
2503029.513,1134717.736
2503066.247,1134757.605
2503109.363,1134803.185
2503143.970,1134838.912
2503197.047,1134892.476
2503235.506,1134930.000
2503257.382,1134951.055
2503276.215,1134968.763
2503318.680,1135008.545
2503350.187,1135037.290
2503387.518,1135070.888
2503424.999,1135103.665
2503489.880,1135159.438
2503538.635,1135200.352
2503575.827,1135231.325
2503612.550,1135261.576
2503653.391,1135295.248
2503682.359,1135319.215
2503732.010,1135360.354
2503761.477,1135384.873
2503797.563,1135415.231
2503830.265,1135442.856
2503867.447,1135474.736
2503899.851,1135502.884
2503933.294,1135532.484
2503971.078,1135566.795
2503996.240,1135590.015
2504031.861,1135623.393
2504056.779,1135647.881
2504099.946,1135690.982
2504124.515,1135716.584
2504155.875,1135749.937
2504177.655,1135774.009
2504193.133,1135791.392
2504205.753,1135805.917
2504218.612,1135820.919
2504240.117,1135846.657
2504252.347,1135861.718
2504267.269,1135880.213
2504281.081,1135897.675
2504297.035,1135918.392
2504317.514,1135945.538
2504335.148,1135969.789
2504353.471,1135995.545
2504370.139,1136019.437
2504384.665,1136040.947
2504399.588,1136063.569
2504411.653,1136082.381
2504420.525,1136096.354
2504434.909,1136119.529
2504447.927,1136140.960
2504464.489,1136169.168
2504476.581,1136190.093
2504497.964,1136228.495
2504508.411,1136247.958
2504517.221,1136264.706
2504531.427,1136292.420
2504544.844,1136319.475
2504558.028,1136346.907
2504575.166,1136383.716
2504582.944,1136401.019
2504598.894,1136437.459
2504608.662,1136461.080
2504622.870,1136496.481
2504631.760,1136519.818
2504639.113,1136539.542
2504648.588,1136565.538
2504658.747,1136594.748
2504667.479,1136620.307
2504678.353,1136654.279
2504691.847,1136697.062
2504700.679,1136726.159
2504710.738,1136761.198
2504721.057,1136798.504
2504728.351,1136824.619
2504740.164,1136869.730
2504748.517,1136901.630
2504757.808,1136938.204
2504764.713,1136966.144
2504778.617,1137021.525
2504789.796,1137066.792
2504803.652,1137122.444
2504807.942,1137139.393
2504815.686,1137170.571
2504825.753,1137209.985
2504838.453,1137260.229
2504849.089,1137302.854
2504859.818,1137345.693
2504863.931,1137362.068
2504873.134,1137397.703
2504884.598,1137442.844
2504891.674,1137470.682
2504901.000,1137507.324
2504908.938,1137537.883
2504916.558,1137566.776
2504923.543,1137593.287
2504930.766,1137620.354
2504940.087,1137654.693
2504947.117,1137680.124
2504956.404,1137713.620
2504963.786,1137740.052
2504979.474,1137794.200
2504990.536,1137831.810
